order_item_id,order_id,product_id,quantity,price
1,3758,P004,5,1500.0
2,3495,P003,3,1200.0
3,2213,P001,4,25000.0
4,2228,P001,4,2000.0
5,4718,P009,4,2000.0
6,2483,P003,4,2000.0
7,1496,P003,1,500.0
8,1507,P003,2,5000.0
9,2579,P008,5,25000.0
10,1345,P009,4,500.0
11,3203,P009,4,25000.0
12,741,P004,1,55000.0
13,3210,P005,3,25000.0
14,1654,P002,4,1200.0
15,4887,P009,3,2000.0
16,1048,P003,2,1500.0
17,592,P009,3,55000.0
18,983,P001,4,3000.0
19,4979,P006,3,3000.0
20,1292,P007,2,700.0
22,341,P005,5,5000.0
23,4258,P002,4,5000.0
24,4225,P010,4,3000.0
25,3193,P002,2,25000.0
26,755,P003,3,9449.089817963593
27,460,P008,1,500.0
28,600,P006,2,55000.0
29,1830,P010,5,5000.0
30,2370,P009,5,700.0
31,644,P002,4,800.0
32,3837,P001,2,3000.0
33,1003,P006,3,1200.0
34,3425,P001,3,800.0
35,3277,P004,5,1200.0
36,3784,P001,1,800.0
37,1783,P009,1,500.0
38,611,P008,4,700.0
39,289,P003,4,3000.0
40,3176,P002,5,25000.0
41,1186,P006,1,1500.0
42,3807,P009,1,2000.0
43,4748,P004,3,1200.0
44,1302,P006,5,5000.0
45,4411,P004,1,2000.0
46,3195,P001,5,800.0
47,1268,P003,2,1200.0
48,3273,P001,4,1500.0
49,1420,P010,1,700.0
50,311,P003,3,25000.0
51,2294,P009,4,2000.0
52,171,P003,3,1200.0
53,3395,P005,2,1200.0
54,481,P001,5,25000.0
55,83,P003,4,800.0
56,3288,P001,2,25000.0
57,3964,P001,3,1200.0
58,2947,P005,1,3000.0
59,75,P001,5,25000.0
60,1210,P003,4,55000.0
61,264,P010,4,1500.0
62,1438,P003,1,500.0
63,3898,P002,2,2000.0
64,2996,P009,1,1500.0
65,3846,P008,4,55000.0
66,4886,P009,1,5000.0
67,2465,P010,1,2000.0
68,4905,P006,2,2000.0
69,1885,P009,1,700.0
70,3756,P002,4,3000.0
71,1606,P005,4,1200.0
72,3697,P002,1,1200.0
73,2480,P009,2,800.0
74,3463,P001,2,55000.0
75,3415,P004,3,2000.0
76,2826,P007,3,55000.0
77,1824,P010,2,1500.0
78,4940,P007,5,2000.0
79,2930,P005,5,1500.0
80,1289,P006,3,1500.0
81,89,P006,5,3000.0
82,415,P002,4,55000.0
83,4894,P006,3,5000.0
84,4253,P006,4,55000.0
85,4100,P008,1,5000.0
86,1359,P005,3,2000.0
87,4629,P007,3,500.0
88,651,P007,1,5000.0
89,92,P007,2,800.0
90,355,P010,4,500.0
91,332,P008,5,55000.0
92,3227,P010,2,700.0
93,2067,P002,2,1500.0
94,1198,P006,2,55000.0
95,2250,P010,5,55000.0
96,2554,P003,4,1500.0
97,4833,P006,4,2000.0
98,1073,P003,1,55000.0
99,4640,P010,3,25000.0
100,1825,P010,4,1500.0
101,515,P002,3,1200.0
102,1895,P009,2,2000.0
103,4492,P006,1,5000.0
104,4907,P005,1,55000.0
105,421,P006,4,25000.0
106,2196,P002,5,55000.0
107,1276,P007,3,55000.0
108,3361,P001,3,700.0
109,3763,P004,3,25000.0
110,4047,P004,3,25000.0
111,2196,P001,3,700.0
112,1381,P008,5,25000.0
113,1506,P007,1,800.0
114,3107,P005,3,55000.0
115,3142,P002,3,500.0
116,780,P002,1,500.0
117,3176,P009,3,2000.0
118,373,P005,2,500.0
119,1297,P003,2,5000.0
120,3683,P009,5,1200.0
121,3612,P008,3,2000.0
122,1013,P006,2,2000.0
123,914,P008,3,1500.0
124,1481,P008,5,2000.0
125,390,P001,5,3000.0
126,2109,P003,2,55000.0
127,751,P008,3,3000.0
128,2559,P008,5,800.0
129,3439,P001,2,3000.0
130,34,P009,3,500.0
131,2989,P006,5,1200.0
132,216,P007,2,1500.0
133,2007,P010,4,25000.0
134,3090,P004,2,3000.0
135,2059,P002,1,1200.0
136,847,P007,3,2000.0
137,3499,P004,4,5000.0
138,1428,P001,4,5000.0
139,2667,P008,2,500.0
140,3079,P001,2,800.0
141,1626,P002,1,1200.0
142,3665,P006,5,1200.0
143,2804,P002,2,3000.0
144,2307,P001,1,55000.0
145,1220,P006,5,1200.0
146,682,P005,1,1200.0
147,1891,P006,1,3000.0
148,3880,P002,4,800.0
149,2808,P005,3,800.0
150,279,P005,5,3000.0
151,4499,P009,3,55000.0
152,196,P004,4,25000.0
153,3838,P001,1,55000.0
154,4596,P005,3,25000.0
155,1498,P001,1,25000.0
156,1816,P009,3,1200.0
157,863,P002,5,2000.0
158,3688,P004,5,1500.0
159,859,P005,1,55000.0
160,4595,P008,1,5000.0
161,1843,P007,1,500.0
162,4880,P006,5,55000.0
163,913,P009,1,25000.0
164,4315,P006,3,25000.0
165,3708,P002,2,25000.0
166,328,P003,4,25000.0
